"CU_NUMBER","CYCLE_DATE","JOIN_NUMBER","CU_NAME","GrantId","DateAwarded","Amount","Grantor","OtherGrantor","GrantType"
68644,9/30/2021 0:00:00,4927,"PARK COMMUNITY CREDIT UNION, INC.",8092,6/6/2018 0:00:00,17815,"National Credit Union Foundation","","Program Grant"
68644,9/30/2021 0:00:00,4927,"PARK COMMUNITY CREDIT UNION, INC.",8093,4/1/2020 0:00:00,15000,"Other","Mary Reynolds Babcock Foundation","Program Grant"
68644,9/30/2021 0:00:00,4927,"PARK COMMUNITY CREDIT UNION, INC.",8094,6/18/2020 0:00:00,10000,"Other","Greater Clark Foundation","Program Grant"
68644,9/30/2021 0:00:00,4927,"PARK COMMUNITY CREDIT UNION, INC.",8095,4/22/2020 0:00:00,7500,"National Credit Union Foundation","","Program Grant"
68644,9/30/2021 0:00:00,4927,"PARK COMMUNITY CREDIT UNION, INC.",8096,7/14/2020 0:00:00,250000,"National Credit Union Foundation","","Program Grant"
68644,9/30/2021 0:00:00,4927,"PARK COMMUNITY CREDIT UNION, INC.",8886,3/24/2021 0:00:00,1110250,"Other","Louisville Metro Government","Program Grant"
68644,9/30/2021 0:00:00,4927,"PARK COMMUNITY CREDIT UNION, INC.",9128,6/9/2021 4:00:00 AM,1110250,"Other","Louisville Metro Government","Program Grant"
68645,9/30/2021 0:00:00,13171,"SUNCOAST",5680,1/25/2017 0:00:00,1400000,"Community Development Financial Institution (CDFI)","","Program Grant"
68645,9/30/2021 0:00:00,13171,"SUNCOAST",6867,12/19/2018 0:00:00,950000,"Community Development Financial Institution (CDFI)","","Program Grant"
68645,9/30/2021 0:00:00,13171,"SUNCOAST",8658,12/4/2020 0:00:00,657000,"Community Development Financial Institution (CDFI)","","Program Grant"
68645,9/30/2021 0:00:00,13171,"SUNCOAST",9286,7/28/2021 4:00:00 AM,1826265,"Community Development Financial Institution (CDFI)","","Program Grant"
68656,9/30/2021 0:00:00,4497,"OREGON STATE",5645,7/25/2016 0:00:00,15000,"NCUA Technical Assistance Program - Community Development Revolving Loan Fund (CDRLF)","","Program Grant"
68657,9/30/2021 0:00:00,424,"NUTMEG STATE FINANCIAL",6561,9/19/2017 0:00:00,686500,"Community Development Financial Institution (CDFI)","","Program Grant"
68673,9/30/2021 0:00:00,4214,"SOUTHEASTERN",5558,2/5/2016 0:00:00,7500,"Other","Office of Small CU Initiatives","Program Grant"
68673,9/30/2021 0:00:00,4214,"SOUTHEASTERN",7013,10/29/2018 0:00:00,10000,"Other","NCUA Office of Credit Union Resources and Expansion","Program Grant"
68674,9/30/2021 0:00:00,18,"CORNERSTONE COMMUNITY",4221,6/30/2014 0:00:00,13000,"NCUA Technical Assistance Program - Community Development Revolving Loan Fund (CDRLF)","","Program Grant"
68674,9/30/2021 0:00:00,18,"CORNERSTONE COMMUNITY",4904,7/29/2015 0:00:00,7500,"Other","NCUA CYBERGRANTS SYSTEM","Program Grant"
68674,9/30/2021 0:00:00,18,"CORNERSTONE COMMUNITY",5598,7/28/2016 0:00:00,7000,"NCUA Technical Assistance Program - Community Development Revolving Loan Fund (CDRLF)","","Program Grant"
68677,9/30/2021 0:00:00,4708,"VOCAL",9206,10/4/2021 6:00:00 AM,1826265,"Community Development Financial Institution (CDFI)","","Capital- unrestricted donation to equity"
68679,9/30/2021 0:00:00,3508,"ADVANTAGE ONE",6755,10/29/2018 0:00:00,9800,"Other","NCUA CDRLF grant","Program Grant"
68684,9/30/2021 0:00:00,50,"MIDWEST MEMBERS",3795,3/12/2014 0:00:00,7500,"Other","NCUA - Low-Income Credit Unions","Program Grant"
68684,9/30/2021 0:00:00,50,"MIDWEST MEMBERS",7874,5/28/2020 0:00:00,20000,"Other","Federal Home Loan Bank","Pass Through"
68684,9/30/2021 0:00:00,50,"MIDWEST MEMBERS",8673,11/19/2020 0:00:00,15000,"Other","Federal Home Loan Bank","Pass Through"
68690,9/30/2021 0:00:00,2364,"PFCU",5687,1/27/2017 0:00:00,4500,"Other","Michigan Credit Union Foundation","Program Grant"
68691,9/30/2021 0:00:00,9626,"TRU FI",4586,9/2/2015 0:00:00,3000,"Other","Office of Small Credit Union Initiatives","Program Grant"
68691,9/30/2021 0:00:00,9626,"TRU FI",6169,8/30/2017 0:00:00,7500,"NCUA Technical Assistance Program - Community Development Revolving Loan Fund (CDRLF)","","Program Grant"
68693,9/30/2021 0:00:00,4858,"MERRIMACK VALLEY",3268,6/19/2013 0:00:00,63614,"Other","Commonwealth Corporation","Program Grant"
68697,9/30/2021 0:00:00,14815,"ST. CLOUD FINANCIAL",4539,4/24/2015 0:00:00,2500,"Other","Minnesota Credit Union Network","Pass Through"
68697,9/30/2021 0:00:00,14815,"ST. CLOUD FINANCIAL",6688,9/14/2018 0:00:00,2500,"Other","Association of Credit Union Leagues","Pass Through"
68702,9/30/2021 0:00:00,943,"ADDITION FINANCIAL",5386,5/22/2017 0:00:00,7000,"NCUA Technical Assistance Program - Community Development Revolving Loan Fund (CDRLF)","","Program Grant"
68707,9/30/2021 0:00:00,25307,"CARDINAL CREDIT UNION, INC.",3506,12/12/2012 0:00:00,25000,"Other","Ohio Credit Union Foundation","Program Grant"
68707,9/30/2021 0:00:00,25307,"CARDINAL CREDIT UNION, INC.",3635,12/18/2013 0:00:00,17700,"Other","Ohio Credit Union Foundations","Program Grant"
68707,9/30/2021 0:00:00,25307,"CARDINAL CREDIT UNION, INC.",4013,2/21/2014 0:00:00,3365,"Other","Ohio Credit Union Foundation","Program Grant"
68707,9/30/2021 0:00:00,25307,"CARDINAL CREDIT UNION, INC.",4348,2/26/2015 0:00:00,3365,"Other","Ohio Credit Union Foundation","Program Grant"
68707,9/30/2021 0:00:00,25307,"CARDINAL CREDIT UNION, INC.",4492,12/10/2014 0:00:00,20527,"Other","Ohio Credit Union Foundation","Program Grant"
68711,9/30/2021 0:00:00,1775,"HERITAGE FINANCIAL",8181,7/7/2020 0:00:00,7500,"NCUA Technical Assistance Program - Community Development Revolving Loan Fund (CDRLF)","","Capital- unrestricted donation to equity"
68711,9/30/2021 0:00:00,1775,"HERITAGE FINANCIAL",8182,11/19/2019 0:00:00,5000,"NCUA Technical Assistance Program - Community Development Revolving Loan Fund (CDRLF)","","Program Grant"
68711,9/30/2021 0:00:00,1775,"HERITAGE FINANCIAL",8394,9/24/2020 0:00:00,557000,"Community Development Financial Institution (CDFI)","","Program Grant"
68711,9/30/2021 0:00:00,1775,"HERITAGE FINANCIAL",8959,6/15/2021 4:00:00 AM,1826265,"Community Development Financial Institution (CDFI)","","Program Grant"
68717,9/30/2021 0:00:00,9853,"INTERSTATE ",3946,3/10/2014 0:00:00,7500,"Other","OSCUI","Program Grant"
68718,9/30/2021 0:00:00,4073,"TRUE COMMUNITY",5256,7/29/2016 0:00:00,5513,"Other","The Office of Small Credit Union Initiatives (OSCUI)","Program Grant"
68718,9/30/2021 0:00:00,4073,"TRUE COMMUNITY",6404,3/5/2018 0:00:00,22500,"Other","Brownfield Redevelopment Authority Grant","Program Grant"
68718,9/30/2021 0:00:00,4073,"TRUE COMMUNITY",6711,7/30/2018 0:00:00,19000,"Other","Michigan Credit Union Foundation","Program Grant"
68718,9/30/2021 0:00:00,4073,"TRUE COMMUNITY",7189,5/7/2019 0:00:00,12000,"Other","Michigan Credit Union Foundation","Program Grant"
68718,9/30/2021 0:00:00,4073,"TRUE COMMUNITY",7391,9/18/2019 0:00:00,25000,"Other","Federal Home Loan Bank","Pass Through"
68718,9/30/2021 0:00:00,4073,"TRUE COMMUNITY",7542,10/2/2019 0:00:00,1000,"Other","Michigan Credit Union Foundation","Program Grant"
68718,9/30/2021 0:00:00,4073,"TRUE COMMUNITY",9123,5/25/2021 4:00:00 AM,20000,"Other","Michigan Credit Union Foundation","Pass Through"
68720,9/30/2021 0:00:00,5838,"PANHANDLE",6277,9/19/2017 0:00:00,686500,"Community Development Financial Institution (CDFI)","","Program Grant"
68721,9/30/2021 0:00:00,14484,"HIWAY",9316,8/30/2021 5:00:00 AM,40950,"NCUA Technical Assistance Program - Community Development Revolving Loan Fund (CDRLF)","","Program Grant"
81688,9/30/2021 0:00:00,21543,"UNITED EQUITY",3451,8/27/2013 0:00:00,3000,"Other","Association of Credit Union Leagues","Program Grant"
81688,9/30/2021 0:00:00,21543,"UNITED EQUITY",4247,12/15/2014 0:00:00,2500,"Other","Il CU Foundation","Program Grant"
81688,9/30/2021 0:00:00,21543,"UNITED EQUITY",4913,12/17/2015 0:00:00,2500,"Other","ICUL foundation","Program Grant"
81688,9/30/2021 0:00:00,21543,"UNITED EQUITY",5021,3/14/2016 0:00:00,2500,"Other","ICUL Foundation","Program Grant"
81688,9/30/2021 0:00:00,21543,"UNITED EQUITY",6881,12/18/2018 0:00:00,2500,"Other","ICUL  foundation","Program Grant"
81688,9/30/2021 0:00:00,21543,"UNITED EQUITY",8053,4/28/2020 0:00:00,2000,"Other","Association of Credit Union Leagues","Program Grant"
81688,9/30/2021 0:00:00,21543,"UNITED EQUITY",8054,4/8/2020 0:00:00,5000,"Other","Alloya Cares","Program Grant"
82769,9/30/2021 0:00:00,21621,"PROFESSIONAL POLICE OFFICERS",8114,5/12/2020 0:00:00,3500,"Other","Indiana Credit Union League","Program Grant"
82769,9/30/2021 0:00:00,21621,"PROFESSIONAL POLICE OFFICERS",8115,4/6/2020 0:00:00,5000,"Other","Alloya Cares Act Grant","Program Grant"
82793,9/30/2021 0:00:00,21642,"KEMBA INDIANAPOLIS",8084,5/12/2020 0:00:00,3000,"Other","Indiana Credit Union League","Program Grant"
86063,9/30/2021 0:00:00,21919,"POSTCITY FINANCIAL",9152,6/30/2021 7:00:00 AM,5000,"State League Foundation","","Program Grant"
95008,9/30/2021 0:00:00,23031,"COMMUNITY STAR",8078,6/16/2020 0:00:00,10000,"Other","Association of Credit Union Leagues","Program Grant"
95008,9/30/2021 0:00:00,23031,"COMMUNITY STAR",9271,8/30/2021 4:00:00 AM,50000,"National Credit Union Foundation","","Program Grant"
95015,9/30/2021 0:00:00,23038,"KANE COUNTY TEACHERS",8354,5/1/2020 0:00:00,20000,"Other","FHLBC","Pass Through"
95015,9/30/2021 0:00:00,23038,"KANE COUNTY TEACHERS",8708,10/2/2020 0:00:00,20000,"Other","FHLBC","Pass Through"
95072,9/30/2021 0:00:00,23095,"EL MONTE COMMUNITY",5910,5/30/2017 0:00:00,5000,"Other","Association of Credit Union Leagues","Program Grant"
95072,9/30/2021 0:00:00,23095,"EL MONTE COMMUNITY",7689,3/18/2020 0:00:00,5000,"Other","Association of Credit Union Leagues","Program Grant"
95107,9/30/2021 0:00:00,23126,"OHIO EDUCATIONAL",7931,5/29/2020 0:00:00,10000,"Other","Ohio Credit Union Foundation","Pass Through"
96672,9/30/2021 0:00:00,25226,"BUCKEYE STATE",4474,3/2/2015 0:00:00,2333,"Other","Cuna","Program Grant"
96672,9/30/2021 0:00:00,25226,"BUCKEYE STATE",4982,8/12/2015 0:00:00,1295,"Other","Cuna","Program Grant"
96672,9/30/2021 0:00:00,25226,"BUCKEYE STATE",5543,1/5/2017 0:00:00,540,"Other","Ohio Credit Union Foundation","Program Grant"
96672,9/30/2021 0:00:00,25226,"BUCKEYE STATE",5619,3/8/2016 0:00:00,2000,"Other","Economic Development Committee of the Painesville Community Improvement Corp.","Program Grant"
96672,9/30/2021 0:00:00,25226,"BUCKEYE STATE",5754,3/24/2017 0:00:00,269,"Other","Ohio Credit Union Foundation","Program Grant"
96672,9/30/2021 0:00:00,25226,"BUCKEYE STATE",5755,3/23/2017 0:00:00,2550,"Other","Ohio Credit Union Foundation","Program Grant"
96672,9/30/2021 0:00:00,25226,"BUCKEYE STATE",5756,1/7/2017 0:00:00,1780,"Other","Ohio Credit Union Foundation","Program Grant"
96672,9/30/2021 0:00:00,25226,"BUCKEYE STATE",5757,1/6/2017 0:00:00,1780,"Other","Ohio Credit Union Foundation","Program Grant"
96672,9/30/2021 0:00:00,25226,"BUCKEYE STATE",5758,12/6/2016 0:00:00,4900,"Other","Ohio Credit Union Foundation","Program Grant"
96672,9/30/2021 0:00:00,25226,"BUCKEYE STATE",6145,7/17/2017 0:00:00,2895,"Other","Ohio Credit Union Foundation","Program Grant"
96672,9/30/2021 0:00:00,25226,"BUCKEYE STATE",6146,6/10/2017 0:00:00,800,"Other","Ohio Credit Union Foundation","Program Grant"
96672,9/30/2021 0:00:00,25226,"BUCKEYE STATE",6147,6/9/2017 0:00:00,800,"Other","Ohio Credit Union Foundation","Program Grant"
96672,9/30/2021 0:00:00,25226,"BUCKEYE STATE",6148,5/13/2017 0:00:00,2600,"Other","Ohio Credit Union Foundation","Program Grant"
96672,9/30/2021 0:00:00,25226,"BUCKEYE STATE",6149,5/12/2017 0:00:00,2600,"Other","Ohio Credit Union Foundation","Program Grant"
96672,9/30/2021 0:00:00,25226,"BUCKEYE STATE",6150,5/11/2017 0:00:00,2700,"Other","Ohio Credit Union Foundation","Program Grant"
96672,9/30/2021 0:00:00,25226,"BUCKEYE STATE",6370,3/13/2018 0:00:00,1150,"Other","Ohio Credit Union Foundation","Program Grant"
96672,9/30/2021 0:00:00,25226,"BUCKEYE STATE",6371,3/12/2018 0:00:00,2262,"Other","Ohio Credit Union Foundation","Program Grant"
96672,9/30/2021 0:00:00,25226,"BUCKEYE STATE",6372,2/16/2018 0:00:00,2770,"Other","Ohio Credit Union Foundation","Program Grant"
96672,9/30/2021 0:00:00,25226,"BUCKEYE STATE",6373,1/9/2018 0:00:00,600,"Other","Ohio Credit Union Foundation","Program Grant"
96672,9/30/2021 0:00:00,25226,"BUCKEYE STATE",6610,7/3/2018 0:00:00,1832,"Other","Ohio Credit Union Foundation","Program Grant"
96672,9/30/2021 0:00:00,25226,"BUCKEYE STATE",6611,6/12/2018 0:00:00,1395,"Other","Ohio Credit Union Foundation","Program Grant"
96672,9/30/2021 0:00:00,25226,"BUCKEYE STATE",6612,4/13/2018 0:00:00,1000,"Other","Ohio Credit Union Foundation","Program Grant"
96672,9/30/2021 0:00:00,25226,"BUCKEYE STATE",6613,4/11/2018 0:00:00,695,"Other","Cuna","Program Grant"
96672,9/30/2021 0:00:00,25226,"BUCKEYE STATE",6614,3/28/2018 0:00:00,1150,"Other","Ohio Credit Union Foundation","Program Grant"
96672,9/30/2021 0:00:00,25226,"BUCKEYE STATE",6642,9/19/2018 0:00:00,4399,"Other","Ohio Credit Union Foundation","Program Grant"
96672,9/30/2021 0:00:00,25226,"BUCKEYE STATE",6643,9/18/2018 0:00:00,900,"Other","Ohio Credit Union Foundation","Program Grant"
96672,9/30/2021 0:00:00,25226,"BUCKEYE STATE",6644,9/12/2018 0:00:00,3912,"Other","Ohio Credit Union Foundation","Program Grant"
96672,9/30/2021 0:00:00,25226,"BUCKEYE STATE",6645,7/6/2018 0:00:00,3100,"Other","Ohio Credit Union Foundation","Program Grant"
96672,9/30/2021 0:00:00,25226,"BUCKEYE STATE",7015,3/4/2019 0:00:00,875000,"Community Development Financial Institution (CDFI)","","Program Grant"
96672,9/30/2021 0:00:00,25226,"BUCKEYE STATE",7366,9/26/2019 0:00:00,4399,"Other","Ohio Credit Union Foundation","Program Grant"
96672,9/30/2021 0:00:00,25226,"BUCKEYE STATE",7367,9/25/2019 0:00:00,499,"Other","Ohio Credit Union Foundation","Program Grant"
96672,9/30/2021 0:00:00,25226,"BUCKEYE STATE",7654,3/17/2020 0:00:00,880000,"Community Development Financial Institution (CDFI)","","Program Grant"
96672,9/30/2021 0:00:00,25226,"BUCKEYE STATE",8653,11/12/2020 0:00:00,700000,"Community Development Financial Institution (CDFI)","","Program Grant"
96672,9/30/2021 0:00:00,25226,"BUCKEYE STATE",8986,6/30/2021 4:00:00 AM,1800000,"Community Development Financial Institution (CDFI)","","Program Grant"
96706,9/30/2021 0:00:00,25260,"FAITH COMMUNITY UNITED",4884,12/30/2015 0:00:00,20000,"Other","Financial Counseling Grant - Pilot Program with National Federation of Community Development Credit Union and Neighborhood Trust Financial Partners","Program Grant"
96706,9/30/2021 0:00:00,25260,"FAITH COMMUNITY UNITED",5594,7/1/2016 0:00:00,7000,"Other","OFFICE OF SMALL C U INITIATIVES","Program Grant"
96706,9/30/2021 0:00:00,25260,"FAITH COMMUNITY UNITED",6673,4/15/2018 0:00:00,10000,"Other","Third Federal Savings","Program Grant"
96706,9/30/2021 0:00:00,25260,"FAITH COMMUNITY UNITED",7541,6/30/2019 0:00:00,7500,"Other","ODFI for Financial Literacy","Program Grant"
96706,9/30/2021 0:00:00,25260,"FAITH COMMUNITY UNITED",9021,9/1/2020 4:00:00 AM,10000,"Community Development Financial Institution (CDFI)","","Pass Through"
96706,9/30/2021 0:00:00,25260,"FAITH COMMUNITY UNITED",9022,10/29/2020 4:00:00 AM,25000,"National Federation of Community Development Credit Unions","","Pass Through"
96756,9/30/2021 0:00:00,25310,"MILLSTREAM AREA",5871,5/24/2017 0:00:00,5000,"National Credit Union Foundation","","Program Grant"
96761,9/30/2021 0:00:00,25538,"AURGROUP",778,9/12/2011 0:00:00,34000,"Other","Association of Credit Union Leagues","Not Collected"
97052,9/30/2021 0:00:00,5238,"FIREFIGHTERS",7853,6/5/2020 0:00:00,3000,"Other","ICUL","Program Grant"
97052,9/30/2021 0:00:00,5238,"FIREFIGHTERS",7854,4/6/2020 0:00:00,5000,"Other","Alloya Corporate FCU","Program Grant"
97059,9/30/2021 0:00:00,15711,"EARTHMOVER",8088,5/15/2020 0:00:00,20000,"Other","FHLB","Pass Through"
97059,9/30/2021 0:00:00,15711,"EARTHMOVER",8362,10/5/2020 0:00:00,15000,"Other","FHLB","Pass Through"
97077,9/30/2021 0:00:00,16242,"EMERALD CREDIT UNION, INC.",4464,6/5/2015 0:00:00,800,"Other","Ohio Credit Union Foundation","Program Grant"
97077,9/30/2021 0:00:00,16242,"EMERALD CREDIT UNION, INC.",4868,10/29/2015 0:00:00,395,"Other","Ohio Credit Union Foundation","Program Grant"
97077,9/30/2021 0:00:00,16242,"EMERALD CREDIT UNION, INC.",4869,10/22/2015 0:00:00,258,"Other","Ohio Credit Union Foundation","Program Grant"
97077,9/30/2021 0:00:00,16242,"EMERALD CREDIT UNION, INC.",5192,5/31/2016 0:00:00,1757,"Other","CREDIT UNION FOUNDATION","Program Grant"
97077,9/30/2021 0:00:00,16242,"EMERALD CREDIT UNION, INC.",5193,5/31/2016 0:00:00,1686,"Other","CREDIT UNION FOUNDATION","Program Grant"
97077,9/30/2021 0:00:00,16242,"EMERALD CREDIT UNION, INC.",5194,5/16/2016 0:00:00,2500,"Other","Cuna","Program Grant"
97077,9/30/2021 0:00:00,16242,"EMERALD CREDIT UNION, INC.",5195,3/1/2016 0:00:00,400,"Other","OHIO CREDIT UNION FOUNDATION","Program Grant"
97077,9/30/2021 0:00:00,16242,"EMERALD CREDIT UNION, INC.",5339,8/2/2016 0:00:00,339,"Other","CREDIT UNION FOUNDATION","Program Grant"
97077,9/30/2021 0:00:00,16242,"EMERALD CREDIT UNION, INC.",5559,12/9/2016 0:00:00,2380,"Other","CREDIT UNION FOUNDATION","Program Grant"
97077,9/30/2021 0:00:00,16242,"EMERALD CREDIT UNION, INC.",5560,11/9/2016 0:00:00,1128,"Other","CREDIT UNION FOUNDATION","Program Grant"
97077,9/30/2021 0:00:00,16242,"EMERALD CREDIT UNION, INC.",5561,10/24/2016 0:00:00,3670,"Other","CREDIT UNION FOUNDATION","Program Grant"
97077,9/30/2021 0:00:00,16242,"EMERALD CREDIT UNION, INC.",5819,5/8/2017 0:00:00,1280,"Other","CREDIT UNION FOUNDATION","Program Grant"
97077,9/30/2021 0:00:00,16242,"EMERALD CREDIT UNION, INC.",6257,11/22/2017 0:00:00,199,"Other","CREDIT UNION FOUNDATION","Program Grant"
97077,9/30/2021 0:00:00,16242,"EMERALD CREDIT UNION, INC.",6354,1/22/2018 0:00:00,1795,"Other","CREDIT UNION FOUNDATION","Program Grant"
97077,9/30/2021 0:00:00,16242,"EMERALD CREDIT UNION, INC.",6493,7/3/2018 0:00:00,799,"Other","CREDIT UNION FOUNDATION","Program Grant"
97077,9/30/2021 0:00:00,16242,"EMERALD CREDIT UNION, INC.",6494,5/30/2018 0:00:00,775,"Other","CREDIT UNION FOUNDATION","Program Grant"
97077,9/30/2021 0:00:00,16242,"EMERALD CREDIT UNION, INC.",6495,5/29/2018 0:00:00,200,"Other","CREDIT UNION FOUNDATION","Program Grant"
97077,9/30/2021 0:00:00,16242,"EMERALD CREDIT UNION, INC.",6496,4/30/2018 0:00:00,595,"Other","CREDIT UNION FOUNDATION","Program Grant"
97077,9/30/2021 0:00:00,16242,"EMERALD CREDIT UNION, INC.",6630,9/18/2018 0:00:00,315,"Other","CREDIT UNION FOUNDATION","Program Grant"
97077,9/30/2021 0:00:00,16242,"EMERALD CREDIT UNION, INC.",7081,4/1/2019 0:00:00,428,"Other","CREDIT UNION FOUNDATION","Program Grant"
97077,9/30/2021 0:00:00,16242,"EMERALD CREDIT UNION, INC.",7241,7/29/2019 0:00:00,3390,"Other","CREDIT UNION FOUNDATION","Program Grant"
97077,9/30/2021 0:00:00,16242,"EMERALD CREDIT UNION, INC.",7242,7/29/2019 0:00:00,950,"Other","CREDIT UNION FOUNDATION","Program Grant"
97077,9/30/2021 0:00:00,16242,"EMERALD CREDIT UNION, INC.",7457,10/4/2019 0:00:00,725,"Other","CREDIT UNION FOUNDATION","Program Grant"
97077,9/30/2021 0:00:00,16242,"EMERALD CREDIT UNION, INC.",7641,1/13/2020 0:00:00,765,"Other","CREDIT UNION FOUNDATION","Program Grant"
97077,9/30/2021 0:00:00,16242,"EMERALD CREDIT UNION, INC.",8350,9/25/2020 0:00:00,5000,"Other","CREDIT UNION FOUNDATION","Pass Through"
97077,9/30/2021 0:00:00,16242,"EMERALD CREDIT UNION, INC.",8618,10/21/2020 0:00:00,293,"Other","CREDIT UNION FOUNDATION","Program Grant"
97077,9/30/2021 0:00:00,16242,"EMERALD CREDIT UNION, INC.",9052,7/12/2021 4:00:00 AM,249,"State League Foundation","","Program Grant"
97077,9/30/2021 0:00:00,16242,"EMERALD CREDIT UNION, INC.",9249,8/3/2021 4:00:00 AM,498,"State League Foundation","","Program Grant"
97085,9/30/2021 0:00:00,3203,"SILVER STATE SCHOOLS",8642,11/5/2020 0:00:00,37500,"Other","FHLB","Program Grant"
97099,9/30/2021 0:00:00,22848,"CTECU",4782,6/29/2015 0:00:00,2000,"Other","Association of Credit Union Leagues","Program Grant"
97099,9/30/2021 0:00:00,22848,"CTECU",4953,10/26/2015 0:00:00,2000,"Other","Association of Credit Union Leagues","Program Grant"
97099,9/30/2021 0:00:00,22848,"CTECU",5522,11/22/2016 0:00:00,1500,"Other","Association of Credit Union Leagues","Program Grant"
97099,9/30/2021 0:00:00,22848,"CTECU",5523,10/31/2016 0:00:00,1500,"Other","Association of Credit Union Leagues","Program Grant"
97099,9/30/2021 0:00:00,22848,"CTECU",5840,4/25/2017 0:00:00,1250,"Other","Association of Credit Union Leagues","Program Grant"
97099,9/30/2021 0:00:00,22848,"CTECU",6117,9/29/2017 0:00:00,1500,"Other","Association of Credit Union Leagues","Program Grant"
97099,9/30/2021 0:00:00,22848,"CTECU",6505,5/22/2018 0:00:00,3000,"Other","Association of Credit Union Leagues","Program Grant"
97099,9/30/2021 0:00:00,22848,"CTECU",7197,6/26/2019 0:00:00,2750,"Other","Association of Credit Union Leagues","Program Grant"
97099,9/30/2021 0:00:00,22848,"CTECU",8917,4/27/2021 0:00:00,2750,"Other","Association of Credit Union Leagues","Program Grant"
